date,code,close
2024-09-23,BK0588,2181.960000
2024-09-24,BK0588,2258.730000
2024-09-25,BK0588,2282.890000
2024-09-26,BK0588,2350.680000
2024-09-27,BK0588,2475.970000
2024-09-30,BK0588,2749.350000
2024-10-08,BK0588,2981.420000
2024-10-09,BK0588,2708.690000
2024-10-10,BK0588,2709.200000
2024-10-11,BK0588,2592.280000
2024-10-14,BK0588,2669.330000
2024-10-15,BK0588,2623.800000
2024-10-16,BK0588,2618.950000
2024-10-17,BK0588,2604.160000
2024-10-18,BK0588,2691.770000
2024-10-21,BK0588,2758.300000
2024-10-22,BK0588,2803.180000
2024-10-23,BK0588,2856.030000
2024-10-24,BK0588,2840.440000
2024-10-25,BK0588,2949.870000
2024-10-28,BK0588,3012.370000
2024-10-29,BK0588,2956.090000
2024-10-30,BK0588,2963.170000
2024-10-31,BK0588,3036.520000
2024-11-01,BK0588,2938.000000
2024-11-04,BK0588,2988.450000
2024-11-05,BK0588,3070.950000
2024-11-06,BK0588,3079.880000
2024-11-07,BK0588,3130.410000
2024-11-08,BK0588,3143.080000
2024-11-11,BK0588,3228.490000
2024-11-12,BK0588,3197.910000
2024-11-13,BK0588,3208.730000
2024-11-14,BK0588,3120.460000
2024-11-15,BK0588,3046.010000
2024-11-18,BK0588,2981.990000
2024-11-19,BK0588,3068.120000
2024-11-20,BK0588,3116.410000
2024-11-21,BK0588,3142.810000
2024-11-22,BK0588,3028.930000
2024-11-25,BK0588,3066.520000
2024-11-26,BK0588,3032.140000
2024-11-27,BK0588,3074.080000
2024-11-28,BK0588,3077.930000
2024-11-29,BK0588,3111.920000
2024-12-02,BK0588,3174.500000
2024-12-03,BK0588,3188.460000
2024-12-04,BK0588,3136.450000
2024-12-05,BK0588,3169.070000
2024-12-06,BK0588,3188.190000
2024-12-09,BK0588,3174.390000
2024-12-10,BK0588,3182.500000
2024-12-11,BK0588,3211.960000
2024-12-12,BK0588,3231.470000
2024-12-13,BK0588,3169.490000
2024-12-16,BK0588,3149.790000
2024-12-17,BK0588,3053.730000
2024-12-18,BK0588,3071.770000
2024-12-19,BK0588,3075.030000
2024-12-20,BK0588,3098.530000
2024-12-23,BK0588,2991.520000
2024-12-24,BK0588,3042.510000
2024-12-25,BK0588,2982.050000
2024-12-26,BK0588,3009.230000
2024-12-27,BK0588,3029.600000
2024-12-30,BK0588,2992.600000
2024-12-31,BK0588,2914.690000
2025-01-02,BK0588,2849.740000
2025-01-03,BK0588,2754.430000
2025-01-06,BK0588,2758.430000
2025-01-07,BK0588,2819.260000
2025-01-08,BK0588,2819.580000
2025-01-09,BK0588,2826.630000
2025-01-10,BK0588,2740.110000
2025-01-13,BK0588,2732.800000
2025-01-14,BK0588,2857.630000
2025-01-15,BK0588,2847.750000
2025-01-16,BK0588,2870.200000
2025-01-17,BK0588,2865.160000
2025-01-20,BK0588,2891.280000
2025-01-21,BK0588,2876.520000
2025-01-22,BK0588,2850.930000
2025-01-23,BK0588,2840.540000
2025-01-24,BK0588,2867.980000
2025-01-27,BK0588,2821.900000
2025-02-05,BK0588,2844.250000
2025-02-06,BK0588,2912.640000
2025-02-07,BK0588,2971.180000
2025-02-10,BK0588,3000.440000
2025-02-11,BK0588,2991.160000
2025-02-12,BK0588,3026.010000
2025-02-13,BK0588,2991.010000
2025-02-14,BK0588,2988.920000
2025-02-17,BK0588,3026.900000
2025-02-18,BK0588,2978.660000
2025-02-19,BK0588,3038.190000
2025-02-20,BK0588,3051.270000
2025-02-21,BK0588,3083.760000
2025-02-24,BK0588,3101.320000
2025-02-25,BK0588,3095.810000
2025-02-26,BK0588,3152.770000
2025-02-27,BK0588,3134.250000
2025-02-28,BK0588,3051.380000
2025-03-03,BK0588,3069.720000
2025-03-04,BK0588,3099.960000
2025-03-05,BK0588,3096.140000
2025-03-06,BK0588,3140.810000
2025-03-07,BK0588,3124.740000
2025-03-10,BK0588,3150.980000
2025-03-11,BK0588,3165.880000
2025-03-12,BK0588,3189.520000
