date,code,close
2024-09-23,BK0843,1009.240000
2024-09-24,BK0843,1046.390000
2024-09-25,BK0843,1057.270000
2024-09-26,BK0843,1082.300000
2024-09-27,BK0843,1124.150000
2024-09-30,BK0843,1227.740000
2024-10-08,BK0843,1304.180000
2024-10-09,BK0843,1189.620000
2024-10-10,BK0843,1205.640000
2024-10-11,BK0843,1173.940000
2024-10-14,BK0843,1198.940000
2024-10-15,BK0843,1172.470000
2024-10-16,BK0843,1191.260000
2024-10-17,BK0843,1175.310000
2024-10-18,BK0843,1197.040000
2024-10-21,BK0843,1202.780000
2024-10-22,BK0843,1219.410000
2024-10-23,BK0843,1231.820000
2024-10-24,BK0843,1228.520000
2024-10-25,BK0843,1246.390000
2024-10-28,BK0843,1280.700000
2024-10-29,BK0843,1257.390000
2024-10-30,BK0843,1260.530000
2024-10-31,BK0843,1269.470000
2024-11-01,BK0843,1243.160000
2024-11-04,BK0843,1261.900000
2024-11-05,BK0843,1290.610000
2024-11-06,BK0843,1302.470000
2024-11-07,BK0843,1343.610000
2024-11-08,BK0843,1334.750000
2024-11-11,BK0843,1358.450000
2024-11-12,BK0843,1346.280000
2024-11-13,BK0843,1338.640000
2024-11-14,BK0843,1311.020000
2024-11-15,BK0843,1294.540000
2024-11-18,BK0843,1288.170000
2024-11-19,BK0843,1306.710000
2024-11-20,BK0843,1333.940000
2024-11-21,BK0843,1335.120000
2024-11-22,BK0843,1300.910000
2024-11-25,BK0843,1326.450000
2024-11-26,BK0843,1305.900000
2024-11-27,BK0843,1321.120000
2024-11-28,BK0843,1324.030000
2024-11-29,BK0843,1329.540000
2024-12-02,BK0843,1354.690000
2024-12-03,BK0843,1366.660000
2024-12-04,BK0843,1356.090000
2024-12-05,BK0843,1360.550000
2024-12-06,BK0843,1375.720000
2024-12-09,BK0843,1376.380000
2024-12-10,BK0843,1374.280000
2024-12-11,BK0843,1385.380000
2024-12-12,BK0843,1397.110000
2024-12-13,BK0843,1368.150000
2024-12-16,BK0843,1363.910000
2024-12-17,BK0843,1317.460000
