预算,曝光,访问,订单,客单价
11.49234353783542,2268.95938462073,223.93085940841235,122.0,66.44620582032375
99.21141723049111,7661.475377919356,1113.6813268774813,503.0,75.17593978824917
26.27407796829502,3416.286602550151,241.625457420967,152.0,82.46021860757494
82.57161992348206,5141.1198414167575,960.9624334807279,396.0,75.38611604976767
66.93893209026952,3947.8270634466026,792.7045433325603,352.0,85.88248821696789
60.38041473220061,4350.188454213188,1041.259555936872,320.0,69.71804650728849
38.12133145680272,3605.0153638292504,235.72102068027763,198.0,72.75575018681513
65.50825067803228,6690.924728226328,958.7536751561347,303.0,101.61024524975718
11.22736254980962,644.9734115384139,282.2283692507001,153.0,73.73068824746628
80.63533911676521,7347.958596792086,637.0600349764945,356.0,91.18147936131312
61.67847287662242,4181.932515699354,790.2670078327783,350.0,84.04146993991176
45.212729509836464,3066.369826878711,772.3902675177696,223.0,79.89445288175177
54.11986917547157,5200.717899977291,615.1170510217132,279.0,83.23364209407856
30.73420726231797,1403.7059639286224,490.1036622409878,185.0,75.7442230767602
45.4972586253785,4865.270249761964,709.4252859172365,281.0,84.12329672694307
72.57685495852523,5731.347916797932,1198.7939641187627,281.0,84.84997699899046
13.974756775803598,882.6137806590372,316.2311910932219,95.0,89.14527972345896
61.52871515854535,5101.279091327299,523.630995480854,231.0,78.09726509321177
58.49110194127565,2771.3408282893906,763.5729125499226,224.0,63.641338285153054
10.676058612768221,282.4053508611207,-196.69875040180358,72.0,94.22928916979465
18.663087184866896,1523.692618122904,232.40289019481241,96.0,93.72366666821819
70.04046096924515,5848.079577232334,678.9818224936969,407.0,48.780970211226645
30.794119786922504,3716.228568535278,205.4302628392636,198.0,79.28494522520829
38.094843556219324,3068.988107738234,381.71853308815423,176.0,71.97574414356707
63.737271090816876,5172.205958852798,654.8106122678706,264.0,82.23513868144356
10.066677611205899,3249.313949024558,-57.51517357046285,45.0,82.54172775403957
38.998311797981266,3010.900232227538,344.4692383347067,104.0,70.52764846507216
45.56145277398309,2944.0249459099996,656.4991338373378,230.0,69.67845370719144
50.35080800165079,3675.340419471574,652.2357051449217,253.0,86.90213585957798
13.368127329240064,510.47190086148896,338.8377584702945,108.0,72.25302883653
56.464800345963404,3442.2647533462005,635.650226022691,204.0,77.72925974165229
91.01073029344789,7303.269558601013,1258.569021512216,397.0,80.45540293282522
20.12683545669139,1272.8778157393863,256.7412405054533,89.0,87.35904973064375
59.227203116157355,4034.2373641147447,587.3723026129649,224.0,67.08033479222267
88.5658973410791,5976.954647771994,1139.643126708675,397.0,78.23463963259071
11.713742427691725,1583.8714284005132,283.8294393394286,146.0,55.62256770711082
62.097329770689186,4822.861580003622,811.0752470923072,313.0,95.41521514823663
59.33043745147585,4387.872761783664,665.5645559776144,237.0,63.15152916252075
50.13138062743933,3216.3441698658594,654.1959541284886,269.0,60.18275421557668
20.309517018171505,1486.955366980305,292.0705668403851,176.0,95.10706761079615
38.5669343897544,1750.217572132497,493.4663244586184,239.0,69.02417240680458
82.19091518803498,5023.9122266755085,879.6703472751813,375.0,75.57084409840047
32.742410846978146,2198.4309129370045,299.09402743043654,138.0,88.7121827493682
65.37191149518898,6099.707023329619,1080.6597198100922,199.0,91.55511333428878
63.84266407439205,4825.833595137013,552.7993056648545,272.0,80.76315983156353
82.29762049529299,5317.6645640621755,1046.7151563129232,389.0,91.83917405365052
50.16517705357291,4353.080712261242,546.648466570244,118.0,98.51427332056643
38.620480972977305,1749.7878411826634,183.83325099455112,240.0,79.35751861794651
19.281070864525837,631.6909493824633,357.379755022885,196.0,87.4905521969059
11.650672276162227,1289.612229229297,54.99506960503132,114.0,78.12997152490406
76.06251578594474,5832.751636849075,983.2824841318431,289.0,95.96930466442568
26.62609299663402,2967.879739693653,269.759342429313,2.0,93.31091406855
23.113521912225732,2510.195401681569,419.8485003189665,47.0,73.83552447879347
98.92875490500809,7207.490298595167,1138.3519789822558,440.0,92.1663113483403
25.797686317846356,3068.85991302975,251.74811717973762,171.0,83.06457708510958
96.40391607253926,8042.960858132852,1255.6338200788373,416.0,85.5753146594667
22.218375108055962,2839.432129862562,-77.42666993319773,97.0,78.57488622830027
48.55234072813899,4103.805272376895,743.7230560747071,234.0,96.26849175678659
12.843676127155003,1527.185020413457,-181.74786734496365,73.0,78.44238381720129
91.67094791786273,6926.973895399274,1157.825889118617,390.0,70.71125529464288
83.16737783820922,7496.714696938172,1167.0141391786535,368.0,87.52509972961089
57.41926180023657,6137.9264971871735,693.4190144153557,400.0,106.04917168304618
10.426460286393793,630.9132789155533,-145.94942452913315,158.0,76.16192314481026
92.7861188305879,6998.255451135778,1050.5899771694344,429.0,69.86240792708098
75.02427157638454,6288.125288238742,748.2554774874839,314.0,80.78109089944645
59.48420852265324,5262.737042827979,736.6464120401579,248.0,61.654087331441296
57.895896317816316,4217.065457552895,861.840342194854,242.0,102.44318244435144
14.868428733492156,34.31148534329304,290.2779160538869,28.0,94.36081169708311
55.425144513301674,4109.388928350642,573.5809224491707,256.0,90.98634689779277
46.4383415631241,3916.305222594399,251.7726213796479,164.0,65.08443260229011
74.1132623216457,6568.292741779411,936.8594743217042,285.0,61.82462934870404
61.09263895581347,3448.919944940256,685.0646738203429,240.0,84.91962061125092
90.30106367345759,7714.673236620622,1018.6757745017784,405.0,70.10521490860961
23.621759586995616,2802.1191768302792,54.624484191989865,55.0,61.51293937484262
10.410761262290153,-947.9159551910342,88.23354845238435,123.0,101.38661603681894
10.677206188869576,1569.3985122487848,127.52503593136716,28.0,81.47907811122893
80.20397866238943,6952.298681337599,1018.9760675373238,350.0,92.64847639413202
51.31122029716657,4883.4355726305075,750.6904680174216,219.0,83.16242958369547
96.92768571114945,8444.940083133888,1078.3911628416913,375.0,85.03533570971588
51.649153317752656,5734.6648727914435,695.3396091574766,245.0,83.58608829132021
69.11338126328332,4872.408169335519,678.7419910825174,294.0,85.54079206567407
12.862289890110631,1092.7430270142347,297.23619929421466,115.0,72.887368915582
19.19875565623874,2220.5237444380705,414.69453346631576,76.0,66.84624802389449
33.34405211700032,2934.1685604924155,558.5570669659123,160.0,56.25190010681152
34.405590053517436,2794.686260973178,442.8483694425496,172.0,102.9017879190014
67.12728200209881,4194.0144203135105,1017.4319061518365,266.0,67.34546874999097
41.5680893808442,3875.9130004711496,300.87692819486585,157.0,85.6700582687613
49.22018281144963,3610.583481749492,235.17746429428325,238.0,75.73544442861012
